Authors,Author(s) ID,Title,Year,age,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Bauerle, W.L., Oren, R., Way, D.A., Qian, S.S., Stoy, P.C., Thornton, P.E., Bowden, J.D., Hoffman, F.M., Reynolds, R.F.",6701382808;35243469300;14018704800;7202425716;8598729400;7101791974;7005302295;7005118088;24462477000;,Photoperiodic regulation of the seasonal pattern of photosynthetic capacity and the implications for carbon cycling,2012,5,Proceedings of the National Academy of Sciences of the United States of America,109,22,,8612,8617,,98,10.1073/pnas.1119131109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861839420&doi=10.1073%2fpnas.1119131109&partnerID=40&md5=0b95c223d3a2e932be7a64c825e25425,Article,Open Access,Scopus,2-s2.0-84861839420
"Swann, A.L.S., Fung, I.Y., Chiang, J.C.H.",14036628000;7006797602;7201425334;,Mid-latitude afforestation shifts general circulation and tropical precipitation,2012,5,Proceedings of the National Academy of Sciences of the United States of America,109,3,,712,716,,98,10.1073/pnas.1116706108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856396234&doi=10.1073%2fpnas.1116706108&partnerID=40&md5=15c8425f9875d5e464369a2e124bee59,Article,Open Access,Scopus,2-s2.0-84856396234
"Pester, M., Knorr, K.-H., Friedrich, M.W., Wagner, M., Loy, A.",6506856069;57188302400;7202067544;57200814774;56243274300;,Sulfate-reducing microorganisms in wetlands - fameless actors in carbon cycling and climate change,2012,5,Frontiers in Microbiology,3,FEB,,,,,98,10.3389/fmicb.2012.00072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868318457&doi=10.3389%2ffmicb.2012.00072&partnerID=40&md5=b69da27ae3d772bce31157e22abea2ab,Article,Open Access,Scopus,2-s2.0-84868318457
"Ganguly, D., Rasch, P.J., Wang, H., Yoon, J.-H.",57202623918;7006705919;55688930000;55317177900;,Climate response of the South Asian monsoon system to anthropogenic aerosols,2012,5,Journal of Geophysical Research Atmospheres,117,13, D13209,,,,98,10.1029/2012JD017508,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864057459&doi=10.1029%2f2012JD017508&partnerID=40&md5=01cf227fbbe88d7e310788e94231a97a,Article,Open Access,Scopus,2-s2.0-84864057459
"Feeley, K.J., Davies, S.J., Perez, R., Hubbell, S.P., Foster, R.B.",6701846706;35583019600;55743413700;7005492658;7402461749;,Directional changes in the species composition of a tropical forest,2011,6,Ecology,92,4,,871,882,,98,10.1890/10-0724.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955662606&doi=10.1890%2f10-0724.1&partnerID=40&md5=b919f51e5bb80b51df31265bee260c0d,Article,Open Access,Scopus,2-s2.0-79955662606
"Tang, W.-J., Yang, K., Qin, J., Cheng, C.C.K., He, J.",35192263300;55235064100;35722808700;16202021900;57196548688;,Solar radiation trend across China in recent decades: A revisit with quality-controlled data,2011,6,Atmospheric Chemistry and Physics,11,1,,393,406,,98,10.5194/acp-11-393-2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651497087&doi=10.5194%2facp-11-393-2011&partnerID=40&md5=9375f1a6d9b788d5c1d5ad773bb09baa,Article,Open Access,Scopus,2-s2.0-78651497087
"Lenderink, G., Van Meijgaard, E.",6701519241;6603873829;,Linking increases in hourly precipitation extremes to atmospheric temperature and moisture changes,2010,7,Environmental Research Letters,5,2,25208,,,,98,10.1088/1748-9326/5/2/025208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951916842&doi=10.1088%2f1748-9326%2f5%2f2%2f025208&partnerID=40&md5=9231bf139ed22c1a8b5a5d9cc2d749bc,Article,Open Access,Scopus,2-s2.0-77951916842
"Pearce-Higgins, J.W., Stephen, L., Langston, R.H.W., Bainbridge, I.P., Bullman, R.",6602100326;35621204000;8253947800;6602608154;26642412300;,The distribution of breeding birds around upland wind farms,2009,8,Journal of Applied Ecology,46,6,,1323,1331,,98,10.1111/j.1365-2664.2009.01715.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72849121788&doi=10.1111%2fj.1365-2664.2009.01715.x&partnerID=40&md5=d6c10b5bf211c9d8fed628d28fe2a085,Article,Open Access,Scopus,2-s2.0-72849121788
"Bowie, A.R., Lannuzel, D., Remenyi, T.A., Wagener, T., Lam, P.J., Boyd, P.W., Guieu, C., Townsend, A.T., Trull, T.W.",7004832520;10840477200;16246379900;16246865300;13411209700;7103109066;6701902921;7102086363;7006299304;,Biogeochemical iron budgets of the Southern Ocean south of Australia: Decoupling of iron and nutrient cycles in the subantarctic zone by the summertime supply,2009,8,Global Biogeochemical Cycles,23,4, GB4034,,,,98,10.1029/2009GB003500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950615680&doi=10.1029%2f2009GB003500&partnerID=40&md5=619dcc6b6e6cd9e905bf1c33a944fac4,Article,Open Access,Scopus,2-s2.0-77950615680
"Feuchtmayr, H., Moran, R., Hatton, K., Connor, L., Heyes, T., Moss, B., Harvey, I., Atkinson, D.",6507942387;26533031200;6603962625;7006173350;6602989733;7202340315;7103367250;57197789704;,Global warming and eutrophication: Effects on water chemistry and autotrophic communities in experimental hypertrophic shallow lake mesocosms,2009,8,Journal of Applied Ecology,46,3,,713,723,,98,10.1111/j.1365-2664.2009.01644.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349190137&doi=10.1111%2fj.1365-2664.2009.01644.x&partnerID=40&md5=0c15be5ce5ffb58a08642992d5bf5563,Article,Open Access,Scopus,2-s2.0-65349190137
"Pena, L.D., Cacho, I., Ferretti, P., Hall, M.A.",8656941800;56135963200;57195934540;35408183800;,EI Niño-Southern Oscillation-like variability during glacial terminations and interlatitudinal teleconnections,2008,9,Paleoceanography,23,3, PA3101,,,,98,10.1029/2008PA001620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62149116945&doi=10.1029%2f2008PA001620&partnerID=40&md5=11413155f1b3a3514b91336b4f7a4ba0,Article,Open Access,Scopus,2-s2.0-62149116945
"Koutsoyiannis, D., Efstratiadis, A., Mamassis, N., Christofides, A.",7003736731;8137475200;6506013855;25027073500;,On the credibility of climate predictions,2008,9,Hydrological Sciences Journal,53,4,,671,684,,98,10.1623/hysj.53.4.671,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649156574&doi=10.1623%2fhysj.53.4.671&partnerID=40&md5=683c4b5ab72771bfafcba541e3693a85,Article,Open Access,Scopus,2-s2.0-52649156574
"Kucharik, C.J., Serbin, S.P.",6602574802;24339498500;,Impacts of recent climate change on Wisconsin corn and soybean yield trends,2008,9,Environmental Research Letters,3,3,34003,,,,98,10.1088/1748-9326/3/3/034003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-54749158441&doi=10.1088%2f1748-9326%2f3%2f3%2f034003&partnerID=40&md5=18bd868c92fc7e44295e449be90cc3d2,Article,Open Access,Scopus,2-s2.0-54749158441
"Edwards, P.P., Kuznetsov, V.L., David, W.I.F.",34770527900;14019916400;22996544100;,Hydrogen energy,2007,10,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",365,1853,,1043,1056,,98,10.1098/rsta.2006.1965,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047158668&doi=10.1098%2frsta.2006.1965&partnerID=40&md5=f6d99e68906e8f2a19aa4580eccaff30,Article,Open Access,Scopus,2-s2.0-34047158668
"Anyamba, A., Chretien, J.-P., Small, J., Tucker, C.J., Linthicum, K.J.",6602556935;35767522800;7202783776;7201903057;7006461221;,Developing global climate anomalies suggest potential disease risks for 2006 - 2007,2006,11,International Journal of Health Geographics,5,,60,,,,98,10.1186/1476-072X-5-60,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846684054&doi=10.1186%2f1476-072X-5-60&partnerID=40&md5=4cea00a01989f05e54b2522fe63398d3,Article,Open Access,Scopus,2-s2.0-33846684054
"Anderegg, W.R.L., Klein, T., Bartlett, M., Sack, L., Pellegrini, A.F.A., Choat, B., Jansen, S.",36169204100;8535465900;49460916100;6701785976;56108379000;6507795483;7102376433;,Meta-analysis reveals that hydraulic traits explain cross-species patterns of drought-induced tree mortality across the globe,2016,1,Proceedings of the National Academy of Sciences of the United States of America,113,18,,5024,5029,,97,10.1073/pnas.1525678113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965118183&doi=10.1073%2fpnas.1525678113&partnerID=40&md5=658402637818d436c8c24768cdbf4ac0,Article,Open Access,Scopus,2-s2.0-84965118183
"Alfieri, L., Burek, P., Feyen, L., Forzieri, G.",23974477800;55235428500;6603758886;23488498600;,Global warming increases the frequency of river floods in Europe,2015,2,Hydrology and Earth System Sciences,19,5,,2247,2260,,97,10.5194/hess-19-2247-2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929192619&doi=10.5194%2fhess-19-2247-2015&partnerID=40&md5=0c16219cfd76bcfa1520da009e83fbb9,Article,Open Access,Scopus,2-s2.0-84929192619
"Liu-Helmersson, J., Stenlund, H., Wilder-Smith, A., Rocklöv, J.",56052331300;24433054400;35509574300;18038015300;,Vectorial capacity of Aedes aegypti: Effects of temperature and implications for global dengue epidemic potential,2014,3,PLoS ONE,9,3, e89783,,,,97,10.1371/journal.pone.0089783,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897393968&doi=10.1371%2fjournal.pone.0089783&partnerID=40&md5=8628eef9940840554a4870cdc7e15464,Article,Open Access,Scopus,2-s2.0-84897393968
"Diffenbaugh, N.S., Scherer, M., Trapp, R.J.",13805883800;48661358800;7005861295;,Robust increases in severe thunderstorm environments in response to greenhouse forcing,2013,4,Proceedings of the National Academy of Sciences of the United States of America,110,41,,16361,16366,,97,10.1073/pnas.1307758110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885332682&doi=10.1073%2fpnas.1307758110&partnerID=40&md5=b0fb932011cb0e4dc42e3eba0aa11473,Article,Open Access,Scopus,2-s2.0-84885332682
"Silverberg, J.I., Hanifin, J., Simpson, E.L.",6603664613;7102742788;7202111660;,Climatic factors are associated with childhood eczema prevalence in the United States,2013,4,Journal of Investigative Dermatology,133,7,,1752,1759,,97,10.1038/jid.2013.19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879417517&doi=10.1038%2fjid.2013.19&partnerID=40&md5=4e4759a8e7e55c7c8e92cd0ec68bf8bd,Article,Open Access,Scopus,2-s2.0-84879417517
"Almazroui, M., Nazrul Islam, M., Athar, H., Jones, P.D., Rahman, M.A.",36660575800;55505071000;55053999400;55768583400;55457960200;,Recent climate change in the Arabian Peninsula: Annual rainfall and temperature analysis of Saudi Arabia for 1978-2009,2012,5,International Journal of Climatology,32,6,,953,966,,97,10.1002/joc.3446,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859952582&doi=10.1002%2fjoc.3446&partnerID=40&md5=ee6720d54a0a3681cb4a1209e8786bec,Article,Open Access,Scopus,2-s2.0-84859952582
"Wilkinson, S., Mills, G., Illidge, R., Davies, W.J.",54879535400;7201923373;54896326800;56505654800;,How is ozone pollution reducing our food supply?,2012,5,Journal of Experimental Botany,63,2,,527,536,,97,10.1093/jxb/err317,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855878337&doi=10.1093%2fjxb%2ferr317&partnerID=40&md5=f9fc2303e3aae75082f57e174879c82c,Article,Open Access,Scopus,2-s2.0-84855878337
"Zhou, Y., Ren, G.",24333520600;7103325318;,"Change in extreme temperature event frequency over mainland China, 1961-2008",2011,6,Climate Research,50,2-3,,125,139,,97,10.3354/cr01053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555190328&doi=10.3354%2fcr01053&partnerID=40&md5=86437e6d9fa1a20427e41f200d573f16,Article,Open Access,Scopus,2-s2.0-84555190328
"Stahle, D.W., Diaz, J.V., Burnette, D.J., Paredes, J.C., Heim Jr., R.R., Fye, F.K., Soto, R.A., Therrell, M.D., Cleaveland, M.K., Stahle, D.K.",7004236861;14008579600;26653401200;37013986500;7006113978;6507051978;57197273464;6602847144;6603768180;37013733500;,Major Mesoamerican droughts of the past millennium,2011,6,Geophysical Research Letters,38,5, L05703,,,,97,10.1029/2010GL046472,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952408986&doi=10.1029%2f2010GL046472&partnerID=40&md5=268e93cc006873af59f00af4d23df198,Article,Open Access,Scopus,2-s2.0-79952408986
"Subke, J.-A., Bahn, M.",6701754131;7003969980;,On the 'temperature sensitivity' of soil respiration: Can we use the immeasurable to predict the unknown?,2010,7,Soil Biology and Biochemistry,42,9,,1653,1656,,97,10.1016/j.soilbio.2010.05.026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955170844&doi=10.1016%2fj.soilbio.2010.05.026&partnerID=40&md5=148c35cbd5bf73599d766b85da65d80d,Article,Open Access,Scopus,2-s2.0-77955170844
"Barton, B.T., Beckerman, A.P., Schmitz, O.J.",24474419800;7003850920;57203106176;,Climate warming strengthens indirect interactions in an old-field food web,2009,8,Ecology,90,9,,2346,2351,,97,10.1890/08-2254.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69449097920&doi=10.1890%2f08-2254.1&partnerID=40&md5=df4108e4b18ad42bf3347c32b04d3a84,Article,Open Access,Scopus,2-s2.0-69449097920
"Sutherland, W.J., Bailey, M.J., Bainbridge, I.P., Brereton, T., Dick, J.T.A., Drewitt, J., Dulvy, N.K., Dusic, N.R., Freckleton, R.P., Gaston, K.J., Gilder, P.M., Green, R.E., Heathwaite, A.L., Johnson, S.M., MacDonald, D.W., Mitchell, R., Osborn, D., Owen, R.P., Pretty, J., Prior, S.V., Prosser, H., Pullin, A.S., Rose, P., Stott, A., Tew, T., Thomas, C.D., Thompson, D.B.A., Vickery, J.A., Walker, M., Walmsley, C., Warrington, S., Watkinson, A.R., Williams, R.J., Woodroffe, R., Woodroof, H.J.",56804497000;55056604300;6602608154;8268085900;7201749438;24168590900;6701844802;14031461800;7003470045;56582665400;24168578900;7403916297;7003730718;55466805400;7401463172;55303633000;25226008100;36663867700;7005897049;24169276700;7004899716;7004260725;24169925300;24169837800;6602529464;7404413845;56328145500;7006966135;55461514600;7005778635;7005250877;56711666600;55612751800;36894338600;24170518400;,Future novel threats and opportunities facing UK biodiversity identified by horizon scanning,2008,9,Journal of Applied Ecology,45,3,,821,833,,97,10.1111/j.1365-2664.2008.01474.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42949164373&doi=10.1111%2fj.1365-2664.2008.01474.x&partnerID=40&md5=239a0d6d9e06e2060c47deb0b876e42f,Article,Open Access,Scopus,2-s2.0-42949164373
"Studds, C.E., Marra, P.P.",8865630900;7004545435;,"Linking fluctuations in rainfall to nonbreeding season performance in a long-distance migratory bird, Setophaga ruticilla",2007,10,Climate Research,35,1-2,,115,122,,97,10.3354/cr00718,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44249104285&doi=10.3354%2fcr00718&partnerID=40&md5=53276800d44262516bb79ed01ee0ff02,Article,Open Access,Scopus,2-s2.0-44249104285
"Costa, M.H., Yanagi, S.N.M., Souza, P.J.O.P., Ribeiro, A., Rocha, E.J.P.",7402846689;26424161300;16644068000;15846603500;35323821500;,"Climate change in Amazonia caused by soybean cropland expansion, as compared to caused by pastureland expansion",2007,10,Geophysical Research Letters,34,7, L07706,,,,97,10.1029/2007GL029271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250781184&doi=10.1029%2f2007GL029271&partnerID=40&md5=4a80ec8aa6d2c05cd58bfb7418ed41f9,Article,Open Access,Scopus,2-s2.0-34250781184
"Vogel, C., O'Brien, K.",7201445898;7202076978;,Who can eat information? Examining the effectiveness of seasonal climate forecasts and regional climate-risk management strategies,2006,11,Climate Research,33,1,,111,122,,97,10.3354/cr033111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250693577&doi=10.3354%2fcr033111&partnerID=40&md5=7f1f32d74f0a39e86d9f77aaaa1a3db6,Article,Open Access,Scopus,2-s2.0-34250693577
"Tilmes, S., Fasullo, J., Lamarque, J.-F., Marsh, D.R., Mills, M., Alterskjær, K., Muri, H., Kristjánsson, J.E., Boucher, O., Schulz, M., Cole, J.N.S., Curry, C.L., Jones, A., Haywood, J., Irvine, P.J., Ji, D., Moore, J.C., Karam, D.B., Kravitz, B., Rasch, P.J., Singh, B., Yoon, J.-H., Niemeier, U., Schmidt, H., Robock, A., Yang, S., Watanabe, S.",55893823700;6602098362;7102976560;7402332362;7201488063;36600036800;53878006900;7005955015;57203200427;7402485602;8397494800;7101672097;7407104838;7102805852;35975039100;37037519900;57203486646;26632078600;35096299800;7006705919;55544607500;55317177900;6506373162;7404732357;7004299063;7408519438;9249627300;,The hydrological impact of geoengineering in the Geoengineering Model Intercomparison Project (GeoMIP),2013,4,Journal of Geophysical Research Atmospheres,118,19,,11036,11058,,96,10.1002/jgrd.50868,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887200503&doi=10.1002%2fjgrd.50868&partnerID=40&md5=27200b3203ef76262439eb32c77bd2f4,Article,Open Access,Scopus,2-s2.0-84887200503
"Rhyne, A.L., Tlusty, M.F., Schofield, P.J., Kaufman, L., Morris Jr., J.A., Bruckner, A.W.",6603767053;6506083958;7202254328;7201751143;55730076200;7005588483;,Revealing the appetite of the marine aquarium fish trade: The volume and biodiversity of fish imported into the united states,2012,5,PLoS ONE,7,5, e35808,,,,96,10.1371/journal.pone.0035808,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861312691&doi=10.1371%2fjournal.pone.0035808&partnerID=40&md5=b8085e829c194fbe55fc3f286e20c549,Article,Open Access,Scopus,2-s2.0-84861312691
"Schneider, D.P., Deser, C., Okumura, Y.",8083646600;7003843648;35339707100;,An assessment and interpretation of the observed warming of West Antarctica in the austral spring,2012,5,Climate Dynamics,38,1-2,,323,347,,96,10.1007/s00382-010-0985-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855276221&doi=10.1007%2fs00382-010-0985-x&partnerID=40&md5=fb2b174280c86cc80b279e043e004903,Article,Open Access,Scopus,2-s2.0-84855276221
"Utsumi, N., Seto, S., Kanae, S., Maeda, E.E., Oki, T.",23969615900;8918195900;6603539863;26039315200;7202205546;,Does higher surface temperature intensify extreme precipitation?,2011,6,Geophysical Research Letters,38,16, L16708,,,,96,10.1029/2011GL048426,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052237525&doi=10.1029%2f2011GL048426&partnerID=40&md5=4c9d6a051e22830a7610b9cefb802230,Article,Open Access,Scopus,2-s2.0-80052237525
"Schneising, O., Buchwitz, M., Reuter, M., Heymann, J., Bovensmann, H., Burrows, J.P.",14037971500;9238068800;22935251000;36659302700;8724549600;7102578937;,Long-term analysis of carbon dioxide and methane column-averaged mole fractions retrieved from SCIAMACHY,2011,6,Atmospheric Chemistry and Physics,11,6,,2863,2880,,96,10.5194/acp-11-2863-2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953216014&doi=10.5194%2facp-11-2863-2011&partnerID=40&md5=b7b510f96c268195b9364e8042293926,Article,Open Access,Scopus,2-s2.0-79953216014
"Danielsen, F., Burgess, N.D., Jensen, P.M., Pirhofer-Walzl, K.",57203668729;35301788600;35322280600;37021756100;,Environmental monitoring: The scale and speed of implementation varies according to the degree of peoples involvement,2010,7,Journal of Applied Ecology,47,6,,1166,1168,,96,10.1111/j.1365-2664.2010.01874.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149295172&doi=10.1111%2fj.1365-2664.2010.01874.x&partnerID=40&md5=88b62b7eb548d5ff9b9a592ce78ffed2,Article,Open Access,Scopus,2-s2.0-78149295172
