Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,citescore2017,DOI,Link,Document Type,Access Type,Source,EID
"Xu, J., Kuhnt, W., Holbourn, A., Andersen, N., Bartoli, G.",57071858300;7004639328;6701770493;35767349800;8552766900;,Changes in the vertical profile of Indonesian Throughflow during Termination II: Evidence from the Timor Sea,2006,Paleoceanography,21,4, PA4202,,,,32,,10.1029/2006PA001278,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547992480&doi=10.1029%2f2006PA001278&partnerID=40&md5=c87bc55adb093270dc78a06590e0b5d1,Article,Open Access,Scopus,2-s2.0-34547992480
"Reis, A.M.S., Araújo, E.L., Ferraz, E.M.N., Moura, A.N.",15924083600;15922158900;55921263200;7006332688;,"Inter-annual variations in the floristic and population structure of an herbaceous community of ""caatinga"" vegetation in Pernambuco, Brazil",2006,Revista Brasileira de Botanica,29,3,,497,508,,32,,10.1590/S0100-84042006000300017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847118478&doi=10.1590%2fS0100-84042006000300017&partnerID=40&md5=d653e0e739a9a5da75d6d86dcd525144,Article,Open Access,Scopus,2-s2.0-33847118478
"De Laat, A.T.J., Maurellis, A.N.",7006351262;6701556472;,Evidence for influence of anthropogenic surface processes on lower troposheric and surface temperature trends,2006,International Journal of Climatology,26,7,,897,913,,32,,10.1002/joc.1292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745242884&doi=10.1002%2fjoc.1292&partnerID=40&md5=756ce395d1ecf5e4509d63a5c764fb83,Article,Open Access,Scopus,2-s2.0-33745242884
"Timbal, B., Arblaster, J.M.",6602187911;6701508272;,Land cover change as an additional forcing to explain the rainfall decline in the south west of Australia,2006,Geophysical Research Letters,33,7, L07717,,,,32,,10.1029/2005GL025361,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646853187&doi=10.1029%2f2005GL025361&partnerID=40&md5=d3ba9990867c133d175a737b7a9e8609,Article,Open Access,Scopus,2-s2.0-33646853187
"Yukimoto, S., Noda, A., Uchiyama, T., Kusunoki, S., Kitoh, A.",6603412788;7101817295;15761630100;7102193013;57200125795;,Climate changes of the twentieth through twenty-first centuries simulated by the MRI-CGCM2.3,2006,Papers in Meteorology and Geophysics,56,,,9,24,,32,,10.2467/mripapers.56.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750332271&doi=10.2467%2fmripapers.56.9&partnerID=40&md5=6613119f9397ea95922a18d1dcacf096,Article,Open Access,Scopus,2-s2.0-33750332271
"Dahl, K.A., Oppo, D.W.",8291883400;56943201800;,Sea surface temperature pattern reconstructions in the Arabian Sea,2006,Paleoceanography,21,1, PA1014,,,,32,,10.1029/2005PA001162,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646361310&doi=10.1029%2f2005PA001162&partnerID=40&md5=f8e95e42fae64c0453f3e30480777c0f,Article,Open Access,Scopus,2-s2.0-33646361310
"Aneja, V.P., Wang, B., Tong, D.Q., Kimball, H., Steger, J.",7006212144;15137297400;12775486900;14719466700;57197570503;,Characterization of major chemical components of fine particulate matter in north carolina,2006,Journal of the Air and Waste Management Association,56,8,,1099,1107,,32,,10.1080/10473289.2006.10464529,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749151190&doi=10.1080%2f10473289.2006.10464529&partnerID=40&md5=9452f125ba2455e0f1ca65b303e6a43a,Article,Open Access,Scopus,2-s2.0-33749151190
"Huntington, H.P., Trainor, S.F., Natcher, D.C., Huntington, O.H., DeWilde, L., Chapin III, F.S.",7004505238;12752258100;6602325760;14037426300;15831119300;7007033191;,"The significance of context in community-based research: Understanding discussions about wildfire in Huslia, Alaska",2006,Ecology and Society,11,1,40,,,,32,,10.5751/ES-01723-110140,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745897303&doi=10.5751%2fES-01723-110140&partnerID=40&md5=88efd81f626b0a73227deb2ae5744264,Article,Open Access,Scopus,2-s2.0-33745897303
"Eltgroth, S.F., Adkins, J.F., Robinson, L.F., Southon, J., Kashgarian, M.",6504027979;7005564625;7202234116;7005895771;55407465900;,A deep-sea coral record of North Atlantic radiocarbon through the Younger Dryas: Evidence for intermediate water/deepwater reorganization,2006,Paleoceanography,21,4, PA4207,,,,31,,10.1029/2005PA001192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547966009&doi=10.1029%2f2005PA001192&partnerID=40&md5=0bbc002d6fd6cf0e0ae4ea65f83b35b1,Article,Open Access,Scopus,2-s2.0-34547966009
"Pnevmatikos, J.D., Katsoulis, B.D.",6504804419;6603935746;,The changing rainfall regime in Greece and its impact on climatological means,2006,Meteorological Applications,13,4,,331,345,,31,,10.1017/S1350482706002350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845924612&doi=10.1017%2fS1350482706002350&partnerID=40&md5=fa407ee7e63be09de3ca46ee2fee3f04,Article,Open Access,Scopus,2-s2.0-33845924612
"Cordisco, E., Prigent, C., Aires, F.",7801394615;56260361400;6603934441;,Snow characterization at a global scale passive microwave satelite observations,2006,Journal of Geophysical Research Atmospheres,111,19, D19102,,,,31,,10.1029/2005JD006773,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547988617&doi=10.1029%2f2005JD006773&partnerID=40&md5=f183ca27f665a2583f59bb7fb4a12429,Article,Open Access,Scopus,2-s2.0-34547988617
"Goodman, J.C.",7402289387;,"Through thick and thin: Marine and meteoric ice in a ""Snowball Earth"" climate",2006,Geophysical Research Letters,33,16, L16701,,,,31,,10.1029/2006GL026840,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845659480&doi=10.1029%2f2006GL026840&partnerID=40&md5=a22aa6eb8a7361541ceafe7b00a5bbc8,Article,Open Access,Scopus,2-s2.0-33845659480
"Reed, P.M., Brooks, R.P., Davis, K.J., DeWalle, D.R., Dressler, K.A., Duffy, C.J., Lin, H., Miller, D.A., Najjar, R.G., Salvage, K.M., Wagener, T., Yarnal, B.",7202010819;7402358825;7403213622;7005429278;7004088744;7102331587;57192807291;55344888900;7004251824;6507507231;8363445500;7003487998;,Bridging river basin scales and processes to assess human-climate impacts and the terrestrial hydrologic system,2006,Water Resources Research,42,7, W07418,,,,31,,10.1029/2005WR004153,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745456399&doi=10.1029%2f2005WR004153&partnerID=40&md5=eabddfdc207b6e97868630b756a529d9,Article,Open Access,Scopus,2-s2.0-33745456399
"Seo, J.-H., Meisinger, J.J., Lee, H.-J.",36890598600;7003996545;8760655700;,Recovery of nitrogen-15-labeled hairy vetch and fertilizer applied to corn,2006,Agronomy Journal,98,2,,245,254,,31,,10.2134/agronj2005.0013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645215420&doi=10.2134%2fagronj2005.0013&partnerID=40&md5=f03ad294ff85b3f02e606feab052477f,Article,Open Access,Scopus,2-s2.0-33645215420
"Aoki, K., Matsumura, T., Hattori, T., Murakami, N.",7403644070;16643169200;35581581100;7201575581;,Chloroplast DNA phylogeography of Photinia glabra (Rosaceae) in Japan,2006,American Journal of Botany,93,12,,1852,1858,,30,,10.3732/ajb.93.12.1852,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250788741&doi=10.3732%2fajb.93.12.1852&partnerID=40&md5=93e0bc61bc3ea78efd565ecdec82a5f4,Article,Open Access,Scopus,2-s2.0-34250788741
"Chadwick, B.P.",15749868700;,Transaction costs and the clean development mechanism,2006,Natural Resources Forum,30,4,,256,271,,30,,10.1111/j.1477-8947.2006.00126.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845777099&doi=10.1111%2fj.1477-8947.2006.00126.x&partnerID=40&md5=ce9ea6bf8bd6f4077a0b2ff2f3d9183f,Article,Open Access,Scopus,2-s2.0-33845777099
"Moran, E.F., Adams, R., Bakoyéma, B., F, F., Boucek, B.",7202641088;55451865400;14627172800;14627220900;14627299500;,Human strategies for coping with El Niño related drought in Amazônia,2006,Climatic Change,77,3-4,,343,361,,30,,10.1007/s10584-005-9035-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748922584&doi=10.1007%2fs10584-005-9035-9&partnerID=40&md5=60f2b40f8f8f65d8feb7b1eb564f8c6b,Article,Open Access,Scopus,2-s2.0-33748922584
"García-Suárez, A.M., Butler, C.J.",23469329300;7201551011;,"Soil temperatures at Armagh Observatory, northern Ireland, from 1904 to 2002",2006,International Journal of Climatology,26,8,,1075,1089,,30,,10.1002/joc.1294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745624576&doi=10.1002%2fjoc.1294&partnerID=40&md5=bf82a7ccfec2ab665044389b48eff858,Article,Open Access,Scopus,2-s2.0-33745624576
"Granados, D.P., Castañeda, E.",8691486800;7005224319;,Influence of climatic conditions on the isolation of members of the Cryptococcus neoformans species complex from trees in Colombia from 1992-2004,2006,FEMS Yeast Research,6,4,,636,644,,30,,10.1111/j.1567-1364.2006.00090.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646576493&doi=10.1111%2fj.1567-1364.2006.00090.x&partnerID=40&md5=56930a28a439637deb496d4e3021b19d,Article,Open Access,Scopus,2-s2.0-33646576493
"Hill, H.W., Flower, B.P., Quinn, T.M., Hollander, D.J., Guilderson, T.P.",7402256523;6701485719;55567251100;7102972062;7004165030;,Laurentide ice sheet meltwater and abrupt climate change during the last glaciation,2006,Paleoceanography,21,1, PA1006,,,,30,,10.1029/2005PA001186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646375171&doi=10.1029%2f2005PA001186&partnerID=40&md5=6ab86a5506a8e40d450c8f3a527598b4,Article,Open Access,Scopus,2-s2.0-33646375171
"Dorrepaal, E., Aerts, R., Cornelissen, J.H.C., Van Logtestijn, R.S.P., Callaghan, T.V.",6506371603;7006716604;7102502356;6602947889;7006279779;,Sphagnum modifies climate-change impacts on subarctic vascular bog plants,2006,Functional Ecology,20,1,,31,41,,30,,10.1111/j.1365-2435.2006.01076.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645232245&doi=10.1111%2fj.1365-2435.2006.01076.x&partnerID=40&md5=05543914498eed37f59b38af1bbecfd6,Article,Open Access,Scopus,2-s2.0-33645232245
"Brandsma, T., Können, G.P.",6603258995;6701700126;,Application of nearest-neighbor resampling for homogenizing temperature records on a daily to sub-daily level,2006,International Journal of Climatology,26,1,,75,89,,30,,10.1002/joc.1236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-31944437373&doi=10.1002%2fjoc.1236&partnerID=40&md5=5eaada2e38e05e11de5ac38a579998ee,Article,Open Access,Scopus,2-s2.0-31944437373
"Thériault, J.M., Stewart, R.E., Milbrandt, J.A., Yau, M.K.",36343109300;7402717381;9239331500;7006864972;,On the simulation of winter precipitation types,2006,Journal of Geophysical Research Atmospheres,111,18, D18202,,,,29,,10.1029/2005JD006665,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947499332&doi=10.1029%2f2005JD006665&partnerID=40&md5=c4097c4a616e4adcaacf953cfc33829c,Article,Open Access,Scopus,2-s2.0-33947499332
"Wilmking, M., Harden, J., Tape, K.",57203064794;7006332531;12645664000;,Effect of tree line advance on carbon storage in NW Alaska,2006,Journal of Geophysical Research: Biogeosciences,111,2, G02023,,,,29,,10.1029/2005JG000074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848920645&doi=10.1029%2f2005JG000074&partnerID=40&md5=991f0b8aa8d48c9dc61d334a50c9d1a3,Article,Open Access,Scopus,2-s2.0-34848920645
"Beale, C.M., Burfield, I.J., Sim, I.M.W., Rebecca, G.W., Pearce-Higgins, J.W., Grant, M.C.",7004220194;10038811700;7004174874;6507669647;6602100326;7401439687;,Climate change may account for the decline in British ring ouzels Turdus torquatus,2006,Journal of Animal Ecology,75,3,,826,835,,29,,10.1111/j.1365-2656.2006.01102.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646573323&doi=10.1111%2fj.1365-2656.2006.01102.x&partnerID=40&md5=07fd66c6dd29c3d69fb802b19b428101,Article,Open Access,Scopus,2-s2.0-33646573323
"Maheras, P., Flocas, H., Tolika, K., Anagnostopoulou, Chr., Vafiadis, M.",7003560761;6701358640;12794203700;56385808100;6506464312;,Circulation types and extreme temperature changes in Greece,2006,Climate Research,30,2,,161,174,,29,,10.3354/cr030161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645286490&doi=10.3354%2fcr030161&partnerID=40&md5=587f3fd004c17f57da2549baf97d764a,Article,Open Access,Scopus,2-s2.0-33645286490
"Rodríguez-Fonseca, B., Polo, I., Serrano, E., Castro, M.",6506738307;12041110700;12242801600;56225134600;,Evaluation of the North Atlantic SST forcing on the European and northern African winter climate,2006,International Journal of Climatology,26,2,,179,191,,29,,10.1002/joc.1234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-32544460830&doi=10.1002%2fjoc.1234&partnerID=40&md5=086279cd7ecc6cb181f230d45c1cdfc0,Article,Open Access,Scopus,2-s2.0-32544460830
"Gallego, M.C., García, J.A., Vaquero, J.M., Mateos, V.L.",24439660500;7406127806;7103086283;7004132907;,Changes in frequency and intensity of daily precipitation over the Iberian Peninsula,2006,Journal of Geophysical Research Atmospheres,111,24, D24105,,,,28,,10.1029/2006JD007280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547896586&doi=10.1029%2f2006JD007280&partnerID=40&md5=273067110444c4709002ee596570fa5a,Article,Open Access,Scopus,2-s2.0-34547896586
"Huth, R., Pokorná, L., Bochníček, J., Hejda, P.",7006308157;6602781511;6602341646;7003959422;,Solar cycle effects on modes of low-frequency circulation variability,2006,Journal of Geophysical Research Atmospheres,111,22, D22107,,,,28,,10.1029/2005JD006813,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249821396&doi=10.1029%2f2005JD006813&partnerID=40&md5=34e2d550ed32837bd7d142b57fa53ee5,Article,Open Access,Scopus,2-s2.0-34249821396
"Harte, J., Saleska, S., Shih, T.",7005624196;6602315637;24169854400;,Shifts in plant dominance control carbon-cycle responses to experimental warming and widespread drought,2006,Environmental Research Letters,1,1,14001,,,,28,,10.1088/1748-9326/1/1/014001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846591426&doi=10.1088%2f1748-9326%2f1%2f1%2f014001&partnerID=40&md5=b1169baa8cf8fecfac25f2be7bd36739,Article,Open Access,Scopus,2-s2.0-33846591426
"Shongwe, M.E., Landman, W.A., Mason, S.J.",23393651400;7006173068;7202152287;,Performance of recalibration systems for GCM forecasts for southern Africa,2006,International Journal of Climatology,26,12,,1567,1585,,28,,10.1002/joc.1319,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750303862&doi=10.1002%2fjoc.1319&partnerID=40&md5=4396c15bfba76a20f6a005dbaa2daf93,Article,Open Access,Scopus,2-s2.0-33750303862
"Kurian, J., Vinayachandran, P.N.",15725352400;6602570835;,Formation mechanisms of temperature inversions in the southeastern Arabian Sea,2006,Geophysical Research Letters,33,17, L17611,,,,28,,10.1029/2006GL027280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845666857&doi=10.1029%2f2006GL027280&partnerID=40&md5=fc696f37c64ea80128f9ab693983772a,Article,Open Access,Scopus,2-s2.0-33845666857
"Miró, J.J., Estrela, M.J., Millán, M.",8863565100;6603006014;7201466345;,Summer temperature trends in mediterranean area (Valencia region),2006,International Journal of Climatology,26,8,,1051,1073,,28,,10.1002/joc.1297,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745635051&doi=10.1002%2fjoc.1297&partnerID=40&md5=1dbefbc4880f6ec53c8df17a35e77ef9,Article,Open Access,Scopus,2-s2.0-33745635051
"Barnes, D.K.A., Webb, K., Linse, K.",7401586132;7201861548;6603699696;,Slow growth of Antarctic bryozoans increases over 20 years and is anomalously high in 2003,2006,Marine Ecology Progress Series,314,,,187,195,,28,,10.3354/meps314187,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745586030&doi=10.3354%2fmeps314187&partnerID=40&md5=2cf908832ce8a2ba0d1e14575fc88ba4,Article,Open Access,Scopus,2-s2.0-33745586030
"Muntifering, R.B., Chappelka, A.H., Lin, J.C., Karnosky, D.F., Somers, G.L.",6701647199;7003767328;57098385900;7003862898;7005779548;,Chemical composition and digestibility of Trifolium exposed to elevated ozone and carbon dioxide in a free-air (FACE) fumigation system,2006,Functional Ecology,20,2,,269,275,,28,,10.1111/j.1365-2435.2006.01093.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646555753&doi=10.1111%2fj.1365-2435.2006.01093.x&partnerID=40&md5=da61cf7436d08e9c6eb4f85b209d4898,Article,Open Access,Scopus,2-s2.0-33646555753
"Sato, Y., Yukimoto, S., Tsujino, H., Ishizaki, H., Noda, A.",55728722300;6603412788;7004250217;7102311074;7101817295;,Response of North Pacific ocean circulation in a Kuroshio-resolving ocean model to an Arctic Oscillation (AO)-like change in Northern Hemisphere atmospheric circulation due to greenhouse-gas forcing,2006,Journal of the Meteorological Society of Japan,84,2,,295,309,,28,,10.2151/jmsj.84.295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644611781&doi=10.2151%2fjmsj.84.295&partnerID=40&md5=9f84403af49341eb721de84e1d866d4f,Article,Open Access,Scopus,2-s2.0-33644611781
"Araújo, J.N., Mackinson, S., Stanford, R.J., Sims, D.W., Southward, A.J., Hawkins, S.J., Ellis, J.R., Hart, P.J.B.",13003403000;6602593623;57196693994;7101600708;7004039505;7203056838;8645073400;7202376333;,"Modelling food web interactions, variation in plankton production, and fisheries in the western English Channel ecosystem",2006,Marine Ecology Progress Series,309,,,175,187,,28,,10.3354/meps309175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645864353&doi=10.3354%2fmeps309175&partnerID=40&md5=c168996290703805a7dd2ce111d7bf7a,Article,Open Access,Scopus,2-s2.0-33645864353
"Omar, A.M., Olsen, A.",7202864083;7202795681;,"Reconstructing the time history of the air-sea CO<inf>2</inf> disequilibrium and its rate of change in the eastern subpolar North Atlantic, 1972-1989",2006,Geophysical Research Letters,33,4, L04602,,,,28,,10.1029/2005GL025425,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645644721&doi=10.1029%2f2005GL025425&partnerID=40&md5=3e83c8d176192d786fa0f97cf91a6ee6,Article,Open Access,Scopus,2-s2.0-33645644721
"Beig, G., Ali, K.",55995010900;8696316000;,Behavior of boundary layer ozone and its precursors over a great alluvial plain of the world: Indo-Gangetic plains,2006,Geophysical Research Letters,33,24, L24813,,,,27,,10.1029/2006GL028352,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548018976&doi=10.1029%2f2006GL028352&partnerID=40&md5=438be76618b50a8b7ae04cab9bcf0129,Article,Open Access,Scopus,2-s2.0-34548018976
"Szövényi, P., Hock, Z., Urmi, E., Schneller, J.J.",8115157000;8115156900;6602902334;35553552100;,"Contrasting phylogeographic patterns in Sphagnum fimbriatum and Sphagnum squarrosum (Bryophyta, Sphagnopsida) in Europe",2006,New Phytologist,172,4,,784,794,,27,,10.1111/j.1469-8137.2006.01870.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750631733&doi=10.1111%2fj.1469-8137.2006.01870.x&partnerID=40&md5=7af522cb19862a77c34204f25b485a7d,Article,Open Access,Scopus,2-s2.0-33750631733
